name,latitude,longitude,elevation
W04301,S38.0828146,E177.2737963,0
W04302,S38.0830989,E177.2707494,0
W04303,S38.0837158,E177.2694405,0
W04304,S38.0849871,E177.2687646,0
W04305,S38.0874815,E177.2689577,0
W04306,S38.0887207,E177.2695960,0
W04307,S38.0901368,E177.2692795,0
W04308,S38.0910005,E177.2690113,0
